RestaurantID,Name,Category,PriceTier,Neighborhood,OpeningHours,ClosingHours,AverageRating,GoodForKids
1,Wikizz,Italian,Cheap,Soho,1:28,4:56,2,false
2,Skinix,Mediterranean,Cheap,Chelsea,7:57,7:28,3,false
3,Twimbo,Mexican,Average,Harlem,22:09,22:13,2,false
4,Wordtune,Arabic,Average,Financial District,1:33,16:26,2,true
5,Topicware,Arabic,Expensive,Harlem,1:51,11:13,1,false
6,Kayveo,Czech,Expensive,Chelsea,17:53,20:10,2,true
7,Skipstorm,Thai,Average,East Village,1:03,17:46,2,false
8,Avaveo,Italian,Average,Upper East Side,21:25,10:32,5,false
9,Ntag,Italian,Cheap,Chelsea,21:39,22:19,3,true
10,Devbug,Czech,Expensive,East Village,2:23,8:41,5,false
11,Nlounge,Czech,Cheap,Harlem,18:26,16:33,4,false
12,Jamia,Chinese,Expensive,Upper East Side,8:12,6:28,4,true
13,Devpulse,Thai,Cheap,Soho,7:56,5:27,1,false
14,Izio,Indian,Average,Soho,13:03,15:35,3,false
15,Brightbean,Chinese,Average,East Village,0:16,3:14,5,false
16,Agivu,Greek,Cheap,Chelsea,23:48,23:23,2,false
17,Topiclounge,Indian,Average,Harlem,17:31,20:56,4,false
18,Browseblab,Arabic,Cheap,Harlem,8:27,21:44,5,false
19,Aibox,Italian,Average,East Village,15:45,14:53,4,true
20,Yacero,Chinese,Average,Hudson Yards,7:22,16:10,5,true
21,Topicstorm,Mediterranean,Expensive,Upper East Side,1:49,23:15,4,true
22,Dynabox,Mexican,Average,Chelsea,22:36,23:56,2,true
23,Meembee,Italian,Average,Upper East Side,7:28,11:44,2,false
24,Jabbercube,Arabic,Cheap,East Village,21:43,2:07,4,true
25,Demimbu,Indian,Cheap,Chelsea,9:36,6:03,2,true
26,Blogtags,Arabic,Cheap,Chelsea,18:10,4:14,4,false
27,Skipfire,Italian,Cheap,Soho,20:03,7:23,5,false
28,Innotype,Chinese,Average,Hudson Yards,16:23,5:12,1,false
29,Zooxo,Italian,Cheap,Chelsea,6:12,15:00,4,true
30,Pixonyx,Thai,Average,Hudson Yards,23:42,8:43,1,true
31,Oodoo,Indian,Expensive,Hudson Yards,13:40,23:19,1,true
32,Wikizz,Thai,Cheap,East Village,13:33,18:35,5,true
33,Meejo,Arabic,Expensive,Hudson Yards,19:11,8:15,3,false
34,Minyx,Thai,Cheap,Soho,2:23,9:25,5,true
35,Jabbersphere,Italian,Expensive,East Village,0:22,15:31,4,true
36,Jetwire,Italian,Cheap,Chelsea,5:46,14:04,3,true
37,Dabshots,Arabic,Expensive,Chelsea,1:54,15:11,5,false
38,Rhyloo,Indian,Average,Upper East Side,12:45,8:24,4,false
39,Teklist,Thai,Average,Soho,4:29,21:00,2,true
40,Zazio,Indian,Expensive,Hudson Yards,21:04,14:32,4,false
41,Gabspot,Mexican,Cheap,Financial District,7:44,6:11,1,false
42,Cogilith,Arabic,Cheap,East Village,20:09,1:22,2,true
43,Skiba,Italian,Cheap,Soho,15:05,21:36,1,false
44,DabZ,Arabic,Expensive,Chelsea,6:25,13:38,2,true
45,Brightdog,Italian,Cheap,Upper East Side,15:38,0:07,1,true
46,LiveZ,Thai,Average,Financial District,10:04,6:39,1,false
47,Twitterbeat,Arabic,Average,Chelsea,23:01,19:36,3,true
48,Shuffletag,Mediterranean,Expensive,Chelsea,9:32,5:21,4,false
49,Thoughtstorm,Arabic,Average,Soho,20:16,1:44,2,false
50,Dynava,Greek,Expensive,East Village,4:10,19:33,2,false
51,Yabox,Mexican,Cheap,Chelsea,23:24,20:28,3,true
52,Tekfly,Mexican,Cheap,Chelsea,15:05,0:17,5,false
53,Blognation,Mexican,Average,Chelsea,17:56,14:05,2,true
54,Topicstorm,Czech,Expensive,Harlem,12:27,7:46,1,true
55,Trupe,Thai,Cheap,Hudson Yards,10:26,21:23,4,false
56,Yakidoo,Arabic,Cheap,Chelsea,8:33,2:41,1,true
57,Jabberbean,Italian,Cheap,Upper East Side,4:21,22:52,4,true
58,Feedfire,Arabic,Average,Soho,1:20,16:47,4,true
59,Realfire,Italian,Expensive,East Village,13:32,3:43,3,false
60,Rhycero,Mediterranean,Cheap,Upper East Side,3:03,9:39,5,true
61,Twitterworks,Thai,Average,Financial District,16:40,10:14,4,false
62,Lazz,Greek,Cheap,Upper East Side,14:39,23:57,5,true
63,Tekfly,Arabic,Cheap,Soho,0:39,3:33,2,false
64,Buzzdog,Czech,Average,Harlem,23:02,3:29,1,false
65,DabZ,Mexican,Expensive,Hudson Yards,22:13,9:07,1,true
66,Fivebridge,Italian,Average,Harlem,8:30,21:13,4,true
67,Agivu,Thai,Average,East Village,21:32,19:34,1,true
68,Zoovu,Indian,Expensive,Hudson Yards,8:44,9:59,2,true
69,Zoomdog,Mexican,Expensive,Hudson Yards,20:15,7:21,5,true
70,Pixonyx,Indian,Expensive,Soho,11:12,20:13,3,false
71,Tazz,Greek,Cheap,East Village,0:00,17:28,4,false
72,Kanoodle,Mediterranean,Expensive,Hudson Yards,0:19,15:09,1,true
73,Nlounge,Czech,Average,Harlem,21:25,1:25,2,true
74,Gigaclub,Mexican,Expensive,Hudson Yards,2:40,21:26,4,false
75,Dabtype,Thai,Expensive,Hudson Yards,7:36,1:20,2,true
76,Dynabox,Thai,Cheap,Financial District,7:42,2:36,1,true
77,Kazio,Czech,Expensive,Soho,19:10,8:22,3,false
78,Roodel,Mediterranean,Expensive,Harlem,14:05,1:47,4,false
79,Wordify,Greek,Average,Harlem,17:23,11:10,1,false
80,Voonder,Mexican,Cheap,East Village,2:04,23:11,1,false
81,Eire,Mediterranean,Cheap,Hudson Yards,11:44,3:05,1,true
82,Edgetag,Thai,Expensive,Financial District,4:52,14:48,2,true
83,Yodoo,Greek,Average,East Village,17:50,20:25,4,false
84,Kayveo,Italian,Average,Soho,14:55,3:49,4,true
85,Kanoodle,Arabic,Expensive,Chelsea,23:10,5:58,4,true
86,Podcat,Arabic,Average,Financial District,11:54,7:40,3,true
87,Podcat,Czech,Average,Harlem,3:18,13:21,1,true
88,Blogpad,Italian,Cheap,Hudson Yards,14:52,6:32,5,false
89,Babbleopia,Czech,Average,Financial District,7:34,2:44,1,true
90,Kare,Greek,Cheap,Financial District,14:54,22:15,2,false
91,Gabtype,Italian,Average,Harlem,8:42,18:26,1,true
92,Dynava,Mediterranean,Expensive,Harlem,18:10,5:18,5,true
93,Buzzdog,Greek,Cheap,Soho,17:51,15:14,2,false
94,Kare,Italian,Expensive,Harlem,14:15,11:51,1,false
95,BlogXS,Indian,Expensive,Hudson Yards,9:09,4:29,4,false
96,Realmix,Mexican,Cheap,East Village,16:53,21:07,1,false
97,Roombo,Mexican,Cheap,East Village,13:11,23:01,1,true
98,Vinte,Mexican,Cheap,Upper East Side,22:54,9:30,3,false
99,Trunyx,Arabic,Average,Harlem,5:45,15:54,2,true
100,Wordify,Czech,Cheap,East Village,19:05,23:22,1,true
101,Twitterlist,Mediterranean,Cheap,Soho,1:05,2:55,4,false
102,DabZ,Indian,Expensive,Upper East Side,16:48,21:13,5,true
103,Livepath,Mediterranean,Cheap,Harlem,2:21,20:45,1,false
104,Skibox,Indian,Expensive,Harlem,16:05,21:36,1,false
105,Topiczoom,Chinese,Expensive,Chelsea,1:07,13:51,4,true
106,Livepath,Arabic,Expensive,Soho,0:49,17:36,1,true
107,Gabspot,Thai,Cheap,Hudson Yards,8:37,15:10,5,false
108,Wikido,Indian,Cheap,Upper East Side,4:53,14:03,4,false
109,Meetz,Italian,Average,Hudson Yards,18:16,23:41,5,false
110,Twimbo,Italian,Expensive,Financial District,4:01,5:00,1,true
111,Oodoo,Thai,Cheap,Financial District,18:11,2:17,5,true
112,Quire,Greek,Cheap,East Village,13:31,5:48,2,false
113,Feedfire,Indian,Cheap,Financial District,3:03,22:02,1,false
114,Yombu,Czech,Cheap,Hudson Yards,4:44,21:20,4,true
115,Omba,Czech,Expensive,Financial District,3:54,12:21,3,false
116,Voomm,Greek,Cheap,Harlem,21:39,17:24,2,false
117,Mudo,Thai,Expensive,Soho,16:26,10:12,3,true
118,Ailane,Mediterranean,Cheap,Harlem,11:54,20:42,2,false
119,Camido,Italian,Expensive,Hudson Yards,21:11,22:40,4,false
120,Aibox,Chinese,Expensive,Upper East Side,14:05,15:59,1,true
121,Wordware,Thai,Average,Soho,2:33,15:33,1,false
122,Tagopia,Indian,Cheap,Harlem,1:59,12:11,4,true
123,Zooveo,Indian,Expensive,East Village,1:47,11:58,3,false
124,Topiczoom,Mediterranean,Cheap,Chelsea,14:05,2:13,2,true
125,Edgeclub,Greek,Cheap,Financial District,10:29,19:44,3,true
126,Avamba,Greek,Expensive,Chelsea,14:29,7:38,5,true
127,Meembee,Mediterranean,Expensive,Harlem,6:44,7:32,2,true
128,Browsedrive,Mexican,Average,Hudson Yards,19:07,17:44,5,false
129,Oyoba,Chinese,Average,East Village,23:02,18:28,2,true
130,Kimia,Chinese,Cheap,Chelsea,17:53,2:45,5,false
131,Devcast,Italian,Cheap,Financial District,16:06,20:15,2,false
132,Youspan,Czech,Cheap,Hudson Yards,10:07,5:39,4,true
133,Roombo,Italian,Average,Hudson Yards,0:42,14:59,5,true
134,BlogXS,Czech,Average,Harlem,23:39,11:09,2,false
135,Skyvu,Greek,Expensive,Financial District,20:33,15:24,2,false
136,Gabtype,Indian,Cheap,Harlem,4:40,5:38,3,false
137,Divanoodle,Greek,Expensive,Chelsea,9:18,17:09,3,true
138,Photofeed,Czech,Cheap,Upper East Side,7:04,2:57,4,true
139,Bluezoom,Chinese,Expensive,Chelsea,16:36,6:33,4,false
140,Jamia,Chinese,Average,Soho,14:29,5:44,1,false
141,Wikizz,Mediterranean,Average,Upper East Side,1:37,7:23,2,true
142,Youspan,Indian,Expensive,Harlem,14:55,17:50,4,true
143,Voolith,Italian,Average,East Village,16:50,21:25,1,true
144,InnoZ,Chinese,Expensive,Hudson Yards,16:01,0:57,2,false
145,Blogtags,Thai,Average,East Village,20:56,9:57,3,false
146,Oyope,Czech,Cheap,Soho,2:19,1:30,2,false
147,Dablist,Thai,Average,Soho,4:29,8:45,3,false
148,Flashspan,Mediterranean,Cheap,Financial District,23:31,14:24,5,false
149,Npath,Czech,Average,Financial District,0:31,17:27,4,true
150,Jabbersphere,Czech,Average,Financial District,19:40,3:41,1,false
151,Zooveo,Chinese,Expensive,Upper East Side,3:35,7:30,5,true
152,Rhynyx,Italian,Average,Upper East Side,11:04,12:51,4,true
153,Mita,Chinese,Expensive,Hudson Yards,10:06,18:31,5,false
154,Topicstorm,Italian,Expensive,Harlem,7:56,22:16,5,true
155,Rhynyx,Thai,Expensive,Soho,2:11,2:29,1,true
156,Ooba,Italian,Expensive,Soho,10:08,14:15,4,false
157,Youbridge,Thai,Average,Hudson Yards,19:40,20:09,4,false
158,Brainsphere,Chinese,Cheap,East Village,17:00,20:56,1,true
159,Centimia,Arabic,Cheap,Chelsea,6:08,13:16,1,false
160,Dynabox,Czech,Average,Chelsea,12:34,10:23,5,false
161,Aimbu,Italian,Expensive,Harlem,9:41,19:32,1,false
162,Pixonyx,Czech,Expensive,Harlem,19:49,17:09,1,false
163,Edgeblab,Italian,Expensive,Upper East Side,22:14,23:36,2,true
164,Livetube,Greek,Expensive,Financial District,14:52,17:56,4,true
165,Pixope,Greek,Average,Chelsea,3:59,3:33,4,true
166,Zoombox,Chinese,Cheap,Upper East Side,0:56,1:00,3,false
167,Voomm,Chinese,Cheap,Financial District,7:29,13:34,4,false
168,Talane,Mediterranean,Cheap,Chelsea,3:16,10:11,1,false
169,Yodoo,Italian,Average,Chelsea,6:16,9:03,3,false
170,Jetpulse,Czech,Cheap,Financial District,3:05,21:51,3,true
171,Wordtune,Mediterranean,Cheap,Upper East Side,0:16,16:26,1,true
172,Fatz,Mediterranean,Average,Hudson Yards,12:23,12:55,5,false
173,Skajo,Thai,Average,Hudson Yards,12:28,17:02,4,false
174,Kamba,Mediterranean,Expensive,Upper East Side,17:20,22:32,5,true
175,Quimm,Indian,Expensive,Financial District,7:08,1:21,4,false
176,Photospace,Mediterranean,Cheap,Harlem,13:28,22:14,3,false
177,Kazio,Arabic,Expensive,Soho,19:20,6:58,1,false
178,Tagpad,Italian,Cheap,Hudson Yards,22:43,21:37,2,true
179,Quatz,Mediterranean,Cheap,Chelsea,16:54,7:06,1,false
180,Jetpulse,Italian,Expensive,Chelsea,7:43,17:19,5,true
181,Topdrive,Arabic,Cheap,Financial District,17:28,20:09,5,false
182,Plajo,Chinese,Average,Chelsea,20:43,18:00,5,true
183,Plambee,Chinese,Cheap,Chelsea,11:05,5:53,5,true
184,Twitterworks,Greek,Expensive,Hudson Yards,0:07,5:40,3,true
185,Skaboo,Mexican,Expensive,Hudson Yards,14:24,3:04,4,false
186,Skinix,Italian,Average,Chelsea,15:45,7:05,4,true
187,Bubblebox,Greek,Expensive,Soho,3:55,1:12,4,true
188,Zoozzy,Indian,Expensive,Hudson Yards,14:09,22:51,5,true
189,Youbridge,Italian,Average,Hudson Yards,1:42,6:40,4,true
190,Bubblebox,Italian,Expensive,East Village,1:25,22:53,1,true
191,Edgetag,Thai,Average,Hudson Yards,16:26,6:47,4,true
192,Zava,Mexican,Average,Hudson Yards,0:21,2:48,4,true
193,Jamia,Thai,Average,Soho,16:04,6:13,2,true
194,Skiptube,Chinese,Expensive,Financial District,19:29,23:26,1,false
195,Youopia,Italian,Average,Financial District,3:07,13:07,3,false
196,Tambee,Arabic,Expensive,Financial District,5:47,11:03,4,true
197,Meevee,Czech,Expensive,East Village,16:30,15:23,1,true
198,Chatterpoint,Mediterranean,Average,Chelsea,8:47,0:45,5,true
199,Jaxspan,Czech,Cheap,Chelsea,21:15,11:48,4,true
200,Jabberbean,Chinese,Cheap,Upper East Side,7:41,0:28,1,true
201,Realpoint,Chinese,Cheap,Financial District,16:00,5:06,1,true
202,Jetpulse,Indian,Expensive,Financial District,10:30,9:29,3,false
203,Meemm,Indian,Cheap,Harlem,14:32,17:34,2,true
204,Chatterbridge,Mediterranean,Average,Hudson Yards,22:21,12:16,3,false
205,Photobug,Indian,Average,Chelsea,4:50,12:39,1,true
206,Devpulse,Thai,Expensive,Chelsea,23:05,21:29,1,false
207,Aimbo,Italian,Average,Hudson Yards,15:26,2:30,1,false
208,Zooveo,Greek,Average,Chelsea,23:33,16:29,2,false
209,Thoughtstorm,Chinese,Expensive,Soho,23:51,5:31,5,false
210,Blogspan,Italian,Average,Harlem,4:30,0:50,3,false
211,Cogidoo,Czech,Average,Financial District,12:48,17:27,2,true
212,Skippad,Greek,Expensive,East Village,22:25,10:59,3,true
213,Eadel,Czech,Expensive,Financial District,17:11,14:26,4,false
214,Twitterbeat,Greek,Average,Upper East Side,21:21,3:13,4,false
215,Realpoint,Czech,Average,Upper East Side,3:06,20:40,2,false
216,Oloo,Indian,Average,Chelsea,2:02,16:52,5,false
217,Skyvu,Mediterranean,Expensive,Hudson Yards,20:34,22:31,5,true
218,Yakijo,Italian,Average,Chelsea,0:14,16:48,1,false
219,Oyoba,Chinese,Average,Upper East Side,17:55,13:57,2,false
220,Kazu,Thai,Average,Hudson Yards,9:02,6:15,1,true
221,Twitterworks,Greek,Cheap,Upper East Side,3:59,5:11,4,false
222,Tekfly,Chinese,Expensive,Soho,12:33,14:25,1,true
223,Kwinu,Italian,Average,Soho,22:24,17:25,5,true
224,Feedmix,Czech,Cheap,East Village,10:42,11:35,4,true
225,Voolith,Mediterranean,Expensive,Soho,9:09,19:53,4,true
226,Jabberbean,Thai,Average,Hudson Yards,13:06,5:28,1,false
227,Skidoo,Thai,Cheap,Soho,19:23,0:03,4,true
228,Gabtype,Italian,Expensive,Harlem,23:48,1:06,3,true
229,Skaboo,Mexican,Cheap,East Village,21:04,21:42,2,true
230,Bubbletube,Thai,Expensive,Upper East Side,15:48,10:55,3,true
231,Zoomlounge,Greek,Expensive,Upper East Side,8:46,16:41,4,true
232,Buzzshare,Czech,Cheap,Harlem,7:29,2:24,5,false
233,Meevee,Italian,Average,Hudson Yards,19:52,7:58,5,false
234,Brainverse,Czech,Expensive,Harlem,4:25,6:55,4,true
235,Devpulse,Czech,Average,East Village,3:31,10:41,2,false
236,Meejo,Mediterranean,Expensive,Harlem,5:46,22:44,3,true
237,Pixope,Indian,Average,Upper East Side,12:05,0:42,3,true
238,Youbridge,Thai,Average,Harlem,17:12,1:52,2,true
239,Brainverse,Mediterranean,Expensive,Hudson Yards,11:09,0:48,5,false
240,Buzzdog,Mediterranean,Average,Financial District,16:59,9:23,4,true
241,Tagopia,Czech,Expensive,East Village,17:26,6:49,5,false
242,Ozu,Italian,Average,Soho,16:17,21:12,1,false
243,Yadel,Italian,Cheap,Harlem,17:22,2:25,1,true
244,Mita,Mediterranean,Cheap,Soho,15:31,15:52,3,true
245,Oloo,Greek,Cheap,Harlem,4:09,7:02,3,true
246,Twitterwire,Indian,Expensive,East Village,12:57,22:24,1,true
247,Thoughtbridge,Chinese,Expensive,Soho,5:12,16:10,4,false
248,Twimm,Mediterranean,Expensive,Soho,17:44,20:18,2,true
249,InnoZ,Indian,Expensive,Upper East Side,19:27,4:51,2,false
250,Yambee,Italian,Cheap,Hudson Yards,15:18,9:33,3,true
251,Teklist,Mexican,Cheap,Harlem,12:27,2:05,2,true
252,Centizu,Czech,Expensive,Harlem,0:02,17:51,4,true
253,Browsecat,Chinese,Average,Harlem,18:26,18:21,5,true
254,Flashdog,Arabic,Cheap,Harlem,13:13,8:13,2,true
255,Tazzy,Mexican,Expensive,Hudson Yards,1:27,17:19,2,true
256,Npath,Thai,Average,Upper East Side,20:19,9:48,3,true
257,Mynte,Chinese,Average,Harlem,19:07,22:24,5,false
258,Voonyx,Thai,Average,Financial District,23:21,22:13,3,false
259,Ainyx,Indian,Cheap,Harlem,3:28,9:21,5,false
260,Voonix,Thai,Expensive,Hudson Yards,17:28,19:21,4,true
261,Lajo,Mediterranean,Expensive,Harlem,11:43,18:37,3,true
262,Rhynoodle,Indian,Cheap,Harlem,9:49,1:22,3,false
263,Kwideo,Greek,Expensive,East Village,11:49,6:29,5,false
264,Dabvine,Thai,Average,Financial District,4:16,10:20,3,false
265,Edgepulse,Italian,Expensive,Hudson Yards,9:27,1:27,3,true
266,Mudo,Arabic,Cheap,Soho,7:33,22:56,1,true
267,Camido,Greek,Cheap,Chelsea,0:15,18:55,3,true
268,Wordify,Arabic,Cheap,Financial District,15:10,8:29,3,true
269,Babbleset,Greek,Expensive,Soho,9:42,8:57,1,false
270,JumpXS,Mediterranean,Average,Chelsea,17:10,19:39,2,false
271,Babbleblab,Thai,Expensive,Hudson Yards,13:16,3:19,3,false
272,Roombo,Mediterranean,Average,Soho,5:01,2:46,3,false
273,Trilia,Greek,Cheap,Chelsea,12:31,5:06,5,true
274,Fadeo,Greek,Cheap,Chelsea,9:17,5:59,4,true
275,Wordpedia,Greek,Average,Hudson Yards,9:53,4:25,2,true
276,Jabberbean,Greek,Cheap,Chelsea,8:26,2:46,1,false
277,Gigazoom,Greek,Cheap,East Village,15:59,8:28,2,false
278,Agimba,Czech,Average,Financial District,17:59,21:39,1,false
279,Katz,Greek,Cheap,Harlem,15:16,21:55,3,true
280,Tanoodle,Czech,Expensive,Soho,1:53,12:04,4,true
281,Innojam,Thai,Cheap,Hudson Yards,21:45,18:36,3,true
282,Skaboo,Greek,Average,Harlem,4:14,5:42,4,true
283,Nlounge,Mediterranean,Cheap,Chelsea,12:49,17:11,1,true
284,Abata,Arabic,Expensive,Chelsea,10:50,14:03,1,false
285,Teklist,Arabic,Cheap,Financial District,7:28,3:00,3,true
286,Wikizz,Thai,Average,Soho,14:09,23:46,2,false
287,Edgeblab,Greek,Expensive,Chelsea,2:29,20:33,5,true
288,Youspan,Indian,Cheap,Hudson Yards,3:40,11:11,3,true
289,Meembee,Chinese,Expensive,Harlem,4:40,4:36,4,false
290,Skyba,Chinese,Cheap,Hudson Yards,20:19,12:20,5,false
291,Eayo,Greek,Expensive,East Village,4:35,10:21,4,true
292,Skimia,Chinese,Expensive,Financial District,1:59,6:50,1,false
293,Pixope,Italian,Expensive,Financial District,12:03,5:41,4,true
294,Zoomzone,Arabic,Cheap,Soho,15:58,16:16,2,true
295,DabZ,Greek,Average,Harlem,7:23,4:30,2,false
296,Kazio,Thai,Cheap,Financial District,15:58,13:18,5,true
297,Devbug,Italian,Cheap,Hudson Yards,15:40,1:49,4,false
298,Skyba,Mexican,Average,East Village,18:19,18:19,4,true
299,Brainverse,Thai,Cheap,East Village,15:48,20:35,2,true
300,Yodoo,Czech,Cheap,Hudson Yards,19:14,8:30,5,false
301,Shufflester,Czech,Average,East Village,18:23,1:54,2,true
302,Rhycero,Czech,Expensive,East Village,5:15,17:45,1,true
303,Linkbridge,Greek,Expensive,Upper East Side,11:52,11:29,1,false
304,Yadel,Czech,Expensive,Chelsea,17:23,7:50,3,true
305,Wordify,Chinese,Expensive,Harlem,17:05,7:14,5,true
306,Tagpad,Mexican,Cheap,Chelsea,13:53,18:49,2,true
307,Chatterpoint,Greek,Cheap,East Village,4:06,3:51,3,false
308,Edgeblab,Arabic,Average,Hudson Yards,3:18,2:49,3,true
309,Jabbersphere,Mexican,Expensive,Soho,21:33,8:53,2,false
310,Twitternation,Italian,Average,East Village,8:25,10:26,5,true
311,Twinder,Mexican,Average,Upper East Side,11:26,19:11,1,false
312,Reallinks,Mexican,Average,Soho,17:38,16:14,4,false
313,Bluejam,Mexican,Cheap,Soho,4:21,14:45,5,true
314,Riffwire,Mediterranean,Cheap,Chelsea,22:15,5:26,3,false
315,Thoughtbeat,Indian,Expensive,Harlem,6:45,20:44,1,true
316,Quire,Czech,Cheap,Hudson Yards,19:02,12:39,3,true
317,Meevee,Arabic,Cheap,Financial District,23:53,9:55,2,true
318,Wikivu,Chinese,Expensive,Harlem,3:02,10:49,2,true
319,Dabvine,Arabic,Cheap,Hudson Yards,3:44,23:06,3,false
320,Devify,Arabic,Cheap,Hudson Yards,0:38,6:26,4,true
321,Thoughtblab,Indian,Expensive,Hudson Yards,2:31,14:15,2,false
322,Npath,Thai,Expensive,Hudson Yards,11:36,7:06,1,true
323,Voonder,Thai,Cheap,Soho,23:20,18:56,4,false
324,Buzzbean,Italian,Average,Financial District,15:00,9:53,1,false
325,Yozio,Mexican,Cheap,Financial District,0:19,10:26,5,true
326,Skibox,Greek,Expensive,Harlem,16:23,6:43,4,true
327,Dabfeed,Italian,Average,Soho,17:11,2:20,3,true
328,Yambee,Mexican,Expensive,Hudson Yards,8:57,17:19,1,false
329,Zooxo,Arabic,Cheap,East Village,1:03,2:10,3,false
330,Jaxworks,Czech,Expensive,Upper East Side,23:03,5:48,1,true
331,Reallinks,Italian,Average,Soho,12:42,3:35,4,false
332,Vitz,Czech,Cheap,Financial District,11:00,21:47,2,false
333,Divape,Mexican,Expensive,Upper East Side,10:08,6:43,4,true
334,Gabcube,Chinese,Cheap,Chelsea,2:05,6:20,1,false
