RestaurantID,Name,Category,PriceTier,Neighborhood,OpeningHours,ClosingHours,AverageRating,GoodForKids
335,Voonder,Arabic,Average,Harlem,13:55,21:33,3,true
336,Wikizz,Chinese,Cheap,Harlem,14:41,16:04,4,false
337,Blognation,Greek,Average,Chelsea,6:18,6:48,1,true
338,Ooba,Thai,Cheap,Soho,16:05,11:30,2,false
339,Jayo,Italian,Average,Harlem,5:17,0:04,1,true
340,DabZ,Czech,Expensive,Soho,7:43,16:14,2,true
341,Wikizz,Thai,Cheap,Soho,13:04,12:38,2,false
342,Topiczoom,Greek,Cheap,Harlem,15:01,6:30,2,true
343,Oyope,Greek,Average,East Village,11:38,12:42,1,true
344,Zoomlounge,Arabic,Cheap,Harlem,23:10,12:21,1,true
345,Agimba,Indian,Expensive,Upper East Side,15:48,12:26,4,false
346,Flashdog,Italian,Expensive,Chelsea,3:05,7:20,3,false
347,Zooveo,Arabic,Average,Financial District,20:05,23:32,3,false
348,Skajo,Czech,Cheap,Chelsea,10:02,13:47,3,false
349,BlogXS,Greek,Expensive,Financial District,23:39,13:47,1,false
350,Demizz,Czech,Expensive,Hudson Yards,22:36,8:41,4,true
351,Feednation,Chinese,Cheap,Chelsea,17:55,19:21,3,false
352,Browsetype,Italian,Average,Soho,17:07,3:16,1,false
353,Buzzshare,Chinese,Expensive,Chelsea,14:03,19:07,5,false
354,Plajo,Chinese,Expensive,Upper East Side,23:33,18:29,5,false
355,Kanoodle,Arabic,Average,Financial District,21:24,4:56,2,false
356,Dabjam,Czech,Expensive,East Village,15:29,16:06,2,false
357,Jatri,Greek,Cheap,Financial District,21:53,4:24,2,true
358,Skilith,Mexican,Average,Harlem,11:52,22:58,1,false
359,Zoomzone,Arabic,Cheap,East Village,16:03,3:11,2,true
360,Babblestorm,Arabic,Cheap,Hudson Yards,14:11,8:52,4,false
361,Yodo,Indian,Average,Financial District,1:24,20:12,4,true
362,Eare,Greek,Cheap,Harlem,11:28,2:46,5,false
363,Midel,Italian,Expensive,Soho,11:25,11:17,2,true
364,Ntags,Mediterranean,Cheap,Hudson Yards,17:20,9:18,3,true
365,Skalith,Indian,Expensive,East Village,8:21,12:26,2,true
366,Livetube,Indian,Average,Chelsea,13:52,21:35,2,true
367,Feedbug,Chinese,Average,Soho,17:36,1:53,5,false
368,Photofeed,Arabic,Average,Financial District,7:46,17:08,4,true
369,Tanoodle,Czech,Average,Upper East Side,2:49,0:08,2,true
370,Fadeo,Mediterranean,Cheap,Hudson Yards,23:04,0:09,4,true
371,Oyondu,Thai,Average,Harlem,9:03,0:14,3,true
372,Dynabox,Mexican,Expensive,Upper East Side,6:51,9:17,3,false
373,Centimia,Chinese,Expensive,Upper East Side,8:05,17:51,2,true
374,Oyoba,Mediterranean,Cheap,Upper East Side,20:00,9:04,4,false
375,Quamba,Chinese,Cheap,Harlem,19:26,21:51,1,false
376,Twitterlist,Mediterranean,Expensive,Financial District,20:21,1:23,5,true
377,Realblab,Greek,Average,Harlem,22:35,20:24,3,true
378,Wordware,Mexican,Average,East Village,23:49,11:23,4,false
379,Kwinu,Indian,Expensive,East Village,17:34,22:31,4,true
380,Talane,Chinese,Cheap,Financial District,3:31,10:18,2,false
381,Brightbean,Thai,Average,Upper East Side,9:58,3:30,2,true
382,Snaptags,Czech,Average,Hudson Yards,21:35,5:33,1,true
383,Thoughtmix,Indian,Expensive,Chelsea,15:46,6:29,5,true
384,Skyba,Thai,Average,Soho,15:36,12:25,2,true
385,Aibox,Greek,Cheap,Upper East Side,5:54,23:48,5,true
386,Mybuzz,Mediterranean,Expensive,Harlem,8:22,5:42,1,true
387,Devshare,Thai,Expensive,Chelsea,19:03,16:00,1,true
388,Mynte,Indian,Average,Chelsea,11:34,20:04,3,false
389,Pixoboo,Arabic,Expensive,Hudson Yards,3:42,5:47,2,true
390,Gigazoom,Mexican,Expensive,Financial District,12:03,14:18,4,true
391,Chatterpoint,Czech,Expensive,Soho,20:54,3:15,2,true
392,Voolith,Mexican,Average,Chelsea,21:28,19:34,4,false
393,Browsecat,Indian,Expensive,Harlem,7:53,10:41,3,true
394,Quinu,Czech,Average,Financial District,12:56,13:58,1,true
395,Topicware,Indian,Expensive,Soho,8:16,20:20,5,true
396,Feedfish,Italian,Average,Hudson Yards,3:09,18:44,4,true
397,Zava,Indian,Average,Soho,3:37,10:24,3,false
398,Zooveo,Chinese,Expensive,Harlem,6:27,13:59,2,false
399,Oyoba,Chinese,Average,Upper East Side,23:33,3:27,4,false
400,Rooxo,Czech,Average,Chelsea,9:56,1:23,5,true
401,Bluezoom,Greek,Expensive,Chelsea,23:10,19:06,4,false
402,Twimm,Italian,Expensive,Upper East Side,19:11,14:26,4,false
403,Camimbo,Greek,Expensive,Soho,18:35,8:25,2,false
404,Fivebridge,Greek,Average,Soho,15:55,6:01,5,true
405,Buzzshare,Chinese,Average,East Village,7:45,20:06,5,false
406,Kwimbee,Czech,Expensive,Soho,12:22,1:08,4,true
407,Fivebridge,Thai,Cheap,Hudson Yards,22:18,15:13,1,false
408,Twinte,Greek,Cheap,Chelsea,1:34,16:02,2,false
409,Fatz,Mediterranean,Expensive,Chelsea,20:21,4:14,4,true
410,Trupe,Thai,Expensive,Chelsea,18:49,23:50,5,false
411,Oyope,Arabic,Expensive,East Village,17:35,10:27,1,false
412,Centimia,Arabic,Expensive,Hudson Yards,11:45,11:24,4,true
413,Oyoloo,Thai,Expensive,Chelsea,18:47,8:08,4,false
414,Rhyzio,Thai,Average,East Village,21:17,5:24,5,true
415,Wikido,Indian,Cheap,Upper East Side,12:11,19:25,4,true
416,Flipbug,Greek,Average,Financial District,3:13,19:25,5,false
417,Zoombox,Indian,Average,East Village,18:52,22:18,1,true
418,Shufflebeat,Mediterranean,Cheap,Upper East Side,18:18,18:48,4,false
419,Lazz,Arabic,Expensive,Financial District,5:28,4:09,3,true
420,Meembee,Mediterranean,Average,Upper East Side,3:27,8:00,2,false
421,Brightdog,Italian,Expensive,Hudson Yards,3:13,20:56,3,false
422,Zoovu,Arabic,Cheap,Financial District,15:22,9:42,1,false
423,Kazu,Czech,Expensive,Hudson Yards,19:45,9:22,4,false
424,Centizu,Thai,Expensive,East Village,12:10,11:02,3,false
425,Eadel,Mexican,Expensive,Hudson Yards,16:12,7:21,2,true
426,Mycat,Mexican,Cheap,Soho,12:07,1:46,1,false
427,Agivu,Italian,Expensive,East Village,9:17,14:00,2,false
428,Browsezoom,Chinese,Cheap,Upper East Side,21:37,10:42,3,false
429,Zoozzy,Thai,Expensive,Harlem,11:52,8:33,1,true
430,Voolia,Italian,Average,Upper East Side,0:23,14:23,5,true
431,Fivebridge,Greek,Average,Upper East Side,19:54,12:54,1,true
432,Shuffletag,Chinese,Cheap,Upper East Side,10:28,7:48,4,false
433,Zoonder,Greek,Cheap,Hudson Yards,17:12,18:10,5,false
434,Innotype,Arabic,Expensive,Hudson Yards,7:34,17:53,5,true
435,Brainverse,Chinese,Cheap,Upper East Side,4:33,0:39,2,true
436,Feedspan,Chinese,Average,Financial District,13:52,21:10,2,false
437,Gabcube,Czech,Expensive,East Village,18:47,3:38,3,false
438,Jamia,Chinese,Cheap,Chelsea,13:54,16:03,2,false
439,Blogpad,Greek,Cheap,Upper East Side,23:02,16:14,2,false
440,Fanoodle,Czech,Expensive,Upper East Side,19:15,13:43,3,true
441,Topiczoom,Indian,Average,East Village,17:26,3:26,2,true
442,Flipbug,Mexican,Average,Upper East Side,16:45,1:24,2,true
443,Wikibox,Arabic,Cheap,Harlem,18:10,6:34,5,true
444,Twiyo,Arabic,Expensive,Harlem,22:31,21:28,1,true
445,Tagcat,Chinese,Expensive,Chelsea,10:19,1:05,4,false
446,Photobean,Italian,Average,Soho,5:38,10:22,1,true
447,Gabspot,Mexican,Cheap,Hudson Yards,9:01,0:02,1,true
448,Skyble,Mexican,Cheap,Soho,4:29,11:34,2,true
449,Wikibox,Thai,Expensive,Chelsea,1:28,17:20,2,true
450,Kayveo,Thai,Cheap,Harlem,0:01,8:21,4,true
451,Skajo,Chinese,Average,Financial District,9:04,18:31,4,true
452,Ozu,Italian,Cheap,Harlem,18:25,16:14,5,false
453,Dynabox,Chinese,Expensive,Hudson Yards,22:19,13:31,2,true
454,Plajo,Indian,Cheap,Chelsea,0:49,2:10,5,false
455,Dazzlesphere,Chinese,Expensive,Soho,7:30,1:12,3,false
456,Realbridge,Italian,Expensive,Financial District,23:47,18:05,3,true
457,Feedfish,Greek,Average,Upper East Side,8:12,18:03,2,false
458,Yodel,Thai,Expensive,Hudson Yards,13:38,13:06,1,false
459,Abata,Mexican,Average,Financial District,11:26,11:57,3,false
460,Kwimbee,Indian,Expensive,Harlem,5:15,16:03,4,false
461,Demizz,Thai,Cheap,Soho,14:25,6:40,5,false
462,Eare,Mediterranean,Average,Hudson Yards,23:43,8:21,2,false
463,DabZ,Mexican,Expensive,Harlem,8:27,0:48,3,false
464,Yakijo,Mexican,Expensive,Hudson Yards,1:40,10:02,1,false
465,Buzzbean,Italian,Average,Soho,16:36,20:29,1,false
466,Jabbersphere,Mexican,Expensive,Hudson Yards,22:42,15:55,4,true
467,Pixonyx,Indian,Cheap,Soho,5:07,21:18,5,true
468,Blogtag,Mexican,Average,Soho,6:38,22:00,1,true
469,Meevee,Arabic,Expensive,Chelsea,8:19,9:12,3,true
470,Blogspan,Mediterranean,Expensive,Soho,15:36,23:19,1,false
471,Npath,Arabic,Average,Upper East Side,1:46,8:58,5,true
472,Trilith,Arabic,Cheap,East Village,0:29,23:37,3,false
473,Rhycero,Italian,Expensive,Financial District,3:56,3:09,1,true
474,Dynabox,Chinese,Average,Hudson Yards,0:51,9:13,2,true
475,Browsetype,Italian,Average,Financial District,4:29,17:29,3,true
476,Dablist,Mediterranean,Cheap,Soho,2:13,9:36,1,true
477,Meevee,Mexican,Expensive,Financial District,12:19,9:37,2,false
478,Fivespan,Greek,Expensive,Harlem,2:04,17:37,2,true
479,Gabvine,Chinese,Cheap,Harlem,11:04,9:27,3,true
480,Buzzdog,Greek,Cheap,Harlem,20:15,14:29,1,false
481,Browseblab,Arabic,Cheap,Harlem,22:13,17:13,3,true
482,Ooba,Arabic,Average,East Village,15:49,10:18,3,true
483,Tagpad,Czech,Cheap,Harlem,17:20,17:14,2,true
484,Skalith,Arabic,Cheap,East Village,21:42,3:36,2,true
485,Babbleset,Czech,Average,Hudson Yards,21:57,19:16,1,true
486,Thoughtstorm,Arabic,Average,Harlem,4:46,6:31,3,false
487,Talane,Chinese,Expensive,Chelsea,19:38,15:45,3,true
488,Skibox,Czech,Average,Upper East Side,0:06,3:25,4,false
489,Brightdog,Czech,Expensive,Financial District,4:48,7:19,1,false
490,Gabvine,Mediterranean,Average,Chelsea,17:42,8:22,2,true
491,Minyx,Arabic,Expensive,Upper East Side,2:26,7:17,3,false
492,Twimbo,Czech,Cheap,Chelsea,12:57,10:33,2,true
493,Blogtags,Mediterranean,Expensive,East Village,4:42,0:23,2,true
494,Jaloo,Arabic,Cheap,Hudson Yards,15:10,2:34,2,false
495,Devbug,Czech,Cheap,East Village,8:26,7:26,3,true
496,Voonder,Indian,Cheap,Soho,4:29,14:12,1,true
497,Devshare,Czech,Cheap,Harlem,23:51,6:47,5,false
498,Roodel,Indian,Average,Hudson Yards,23:21,5:44,2,true
499,Thoughtmix,Chinese,Average,Harlem,23:07,0:08,2,false
500,Flipopia,Chinese,Expensive,East Village,11:04,14:26,3,true
501,Abata,Mexican,Expensive,Financial District,10:54,10:26,4,false
502,Zoombeat,Chinese,Cheap,Soho,14:42,21:53,4,false
503,Meeveo,Arabic,Average,East Village,4:25,17:49,4,true
504,Yakidoo,Mexican,Cheap,East Village,13:46,7:47,5,false
505,Oyondu,Arabic,Average,Chelsea,18:27,19:29,5,false
506,Blogspan,Italian,Cheap,Harlem,0:21,19:40,5,false
507,Tagcat,Thai,Expensive,Upper East Side,20:08,2:53,1,false
508,Plambee,Indian,Cheap,Hudson Yards,13:39,19:53,1,false
509,Quatz,Czech,Cheap,Soho,11:38,0:30,1,false
510,Quaxo,Arabic,Average,Upper East Side,22:01,14:45,2,true
511,Latz,Mexican,Expensive,Soho,22:54,16:26,3,false
512,Quimba,Greek,Cheap,Upper East Side,8:28,20:56,3,true
513,Kwideo,Italian,Cheap,Upper East Side,21:04,16:51,2,false
514,Innotype,Arabic,Expensive,Financial District,0:02,23:22,4,false
515,Eamia,Czech,Cheap,Upper East Side,22:07,4:41,4,true
516,Muxo,Chinese,Average,Hudson Yards,1:10,20:11,3,true
517,Katz,Mediterranean,Average,East Village,4:44,12:34,4,false
518,Quimba,Greek,Expensive,Harlem,1:33,4:43,5,false
519,Kare,Mexican,Cheap,Hudson Yards,16:31,0:38,5,false
520,Skinte,Chinese,Average,Chelsea,10:48,13:39,5,false
521,Jabbercube,Mexican,Average,East Village,23:30,4:40,1,false
522,InnoZ,Mexican,Expensive,East Village,0:23,16:45,1,false
523,Vidoo,Arabic,Expensive,Harlem,14:44,6:32,5,false
524,Zoonoodle,Indian,Expensive,Hudson Yards,2:38,15:16,3,false
525,Miboo,Mediterranean,Expensive,Hudson Yards,12:12,11:25,4,false
526,Bubbletube,Greek,Cheap,East Village,12:49,19:18,2,false
527,Browsebug,Mexican,Average,East Village,19:33,4:27,5,true
528,Ntag,Chinese,Average,Chelsea,0:37,9:49,4,true
529,Topdrive,Chinese,Cheap,Chelsea,2:37,0:30,3,true
530,Quire,Thai,Average,Harlem,15:53,22:45,4,true
531,Quamba,Italian,Expensive,Soho,13:50,10:07,5,false
532,Bubblemix,Arabic,Average,Harlem,19:55,20:44,5,true
533,Edgeclub,Mexican,Expensive,Harlem,2:15,21:44,5,false
534,Cogidoo,Mediterranean,Average,Upper East Side,13:54,4:15,1,true
535,Izio,Italian,Cheap,East Village,21:16,18:28,2,true
536,Fivespan,Indian,Cheap,Harlem,22:49,7:18,4,false
537,Topicstorm,Arabic,Expensive,Harlem,19:08,16:33,2,true
538,Thoughtstorm,Mediterranean,Cheap,Hudson Yards,3:55,19:13,2,false
539,Wordtune,Italian,Average,Harlem,5:21,12:19,4,true
540,Mudo,Czech,Expensive,Soho,20:16,0:00,3,true
541,Riffwire,Chinese,Expensive,Chelsea,11:26,16:12,3,false
542,Browsecat,Arabic,Cheap,East Village,10:12,16:27,5,true
543,Jatri,Thai,Cheap,Chelsea,14:22,7:04,4,true
544,Blogspan,Indian,Average,Harlem,22:42,3:20,2,true
545,Eamia,Thai,Expensive,Harlem,7:03,2:18,2,false
546,Jazzy,Mexican,Cheap,Soho,12:20,6:55,4,true
547,Jayo,Czech,Cheap,Upper East Side,22:55,12:23,5,false
548,Gabvine,Greek,Average,Financial District,5:13,17:41,1,true
549,Babblestorm,Thai,Average,East Village,0:51,22:14,1,false
550,Camimbo,Italian,Expensive,Soho,4:51,0:17,1,true
551,Yodo,Italian,Expensive,Harlem,19:27,13:03,2,false
552,Kazu,Thai,Expensive,Hudson Yards,13:20,1:42,4,false
553,Oyoba,Thai,Cheap,Soho,18:44,16:14,3,false
554,Edgewire,Mexican,Average,Chelsea,5:38,19:42,4,false
555,Photobug,Thai,Average,Upper East Side,14:09,15:23,5,true
556,Chatterbridge,Greek,Cheap,Financial District,12:00,10:30,5,false
557,Meejo,Mediterranean,Average,Soho,16:37,19:51,2,false
558,Trudoo,Italian,Expensive,Financial District,12:16,17:03,2,false
559,Jabbercube,Arabic,Expensive,Soho,14:50,9:05,2,true
560,Edgewire,Indian,Average,Financial District,0:08,18:37,1,false
561,Trilia,Indian,Expensive,Harlem,0:40,14:24,4,true
562,Blogtag,Czech,Cheap,Financial District,12:34,18:36,3,false
563,Tazzy,Czech,Average,Chelsea,21:50,5:09,1,false
564,Twitterbeat,Arabic,Cheap,Hudson Yards,8:10,20:28,1,false
565,Skyba,Greek,Average,East Village,10:44,2:52,4,false
566,Gabtune,Chinese,Cheap,Financial District,22:30,12:17,1,true
567,Kazu,Arabic,Cheap,Soho,22:29,11:55,5,true
568,Browsebug,Mexican,Cheap,Soho,7:16,22:14,2,false
569,Skimia,Italian,Average,Soho,10:52,15:33,5,false
570,Trudoo,Mediterranean,Cheap,Upper East Side,23:49,18:44,4,true
571,Abata,Czech,Average,Chelsea,6:04,1:54,5,false
572,Livepath,Mediterranean,Average,Soho,1:11,12:38,2,true
573,Topdrive,Italian,Cheap,Financial District,5:12,17:27,5,true
574,Linkbridge,Czech,Expensive,Hudson Yards,20:58,17:01,3,false
575,Vidoo,Italian,Expensive,Upper East Side,4:25,0:01,3,false
576,Gevee,Italian,Average,Harlem,19:12,9:38,3,false
577,Gigashots,Italian,Cheap,Chelsea,13:02,1:56,1,false
578,Blogpad,Italian,Cheap,Upper East Side,8:18,9:39,4,false
579,Blogtags,Thai,Cheap,Hudson Yards,11:46,22:49,1,true
580,Chatterpoint,Mexican,Cheap,Hudson Yards,5:10,9:14,2,true
581,Layo,Mediterranean,Cheap,Financial District,17:32,12:31,1,true
582,Topicware,Czech,Cheap,Chelsea,10:11,0:36,3,false
583,Jabbertype,Thai,Cheap,Hudson Yards,21:01,18:51,1,false
584,Midel,Czech,Average,Soho,3:23,23:52,2,false
585,Topicshots,Italian,Expensive,Chelsea,20:16,12:55,1,false
586,Demizz,Mexican,Average,East Village,10:52,6:41,5,true
587,Gabtune,Indian,Expensive,Chelsea,7:37,10:56,4,false
588,Feedspan,Arabic,Cheap,Soho,21:35,14:57,1,false
589,Mydeo,Greek,Expensive,Harlem,10:04,9:30,1,true
590,Photobug,Italian,Average,East Village,12:21,14:21,3,false
591,Centidel,Arabic,Expensive,East Village,13:14,2:54,3,true
592,Jabbersphere,Chinese,Average,Hudson Yards,19:59,1:27,4,true
593,Jabberbean,Arabic,Expensive,Financial District,15:43,4:01,3,true
594,Layo,Greek,Expensive,Upper East Side,5:41,22:52,2,true
595,Realcube,Chinese,Cheap,Hudson Yards,23:48,6:28,1,true
596,Dazzlesphere,Indian,Average,Soho,6:29,12:48,5,true
597,Jayo,Mediterranean,Average,Soho,1:44,7:06,4,true
598,Youtags,Mexican,Average,Chelsea,21:32,8:39,1,true
599,Skinder,Mexican,Expensive,Soho,22:55,21:52,1,false
600,Linklinks,Indian,Average,East Village,20:22,5:33,1,true
601,Skidoo,Mexican,Expensive,Hudson Yards,2:33,16:59,1,true
602,Tagtune,Thai,Cheap,Upper East Side,5:27,16:32,2,true
603,Centidel,Greek,Average,Financial District,11:47,14:00,3,false
604,Realfire,Mexican,Cheap,Upper East Side,11:03,18:30,5,true
605,Avamba,Thai,Average,Hudson Yards,8:05,12:47,3,false
606,Babblestorm,Thai,Cheap,East Village,3:29,1:23,2,false
607,Quamba,Greek,Expensive,Upper East Side,22:00,10:28,2,false
608,Zoombeat,Italian,Expensive,Upper East Side,11:26,9:11,3,false
609,Avavee,Arabic,Expensive,Harlem,21:15,9:23,4,true
610,Zoomdog,Chinese,Expensive,Hudson Yards,3:54,7:28,4,true
611,Fivechat,Arabic,Cheap,Hudson Yards,23:29,10:26,5,true
612,Kamba,Thai,Average,Harlem,5:23,20:27,1,false
613,Oloo,Chinese,Average,Harlem,17:18,9:31,1,true
614,Quatz,Greek,Cheap,Soho,20:28,12:09,5,false
615,Dabvine,Greek,Expensive,Financial District,21:42,15:38,5,true
616,Miboo,Mediterranean,Average,Hudson Yards,1:49,14:00,3,false
617,Izio,Thai,Expensive,Harlem,20:17,17:55,4,true
618,Jayo,Chinese,Cheap,East Village,21:11,6:17,3,true
619,DabZ,Arabic,Cheap,Chelsea,3:07,17:39,3,false
620,Avamm,Thai,Average,Financial District,13:18,21:34,2,true
621,Zoonoodle,Italian,Expensive,Hudson Yards,14:02,7:07,4,true
622,Bubbletube,Thai,Cheap,Harlem,7:40,20:17,4,true
623,Mynte,Thai,Expensive,Harlem,8:37,2:56,2,false
624,Jaloo,Italian,Expensive,Upper East Side,18:16,4:25,5,true
625,Eabox,Thai,Cheap,Chelsea,18:25,9:38,5,false
626,Oba,Thai,Average,Chelsea,22:50,23:04,2,false
627,Jamia,Mexican,Expensive,Hudson Yards,1:07,10:05,4,false
628,Skibox,Indian,Cheap,East Village,7:58,8:11,3,false
629,Browseblab,Indian,Expensive,Hudson Yards,4:22,23:48,2,true
630,Twitterbeat,Greek,Average,Soho,6:47,0:19,3,true
631,Linktype,Italian,Average,Harlem,3:19,23:13,3,true
632,Thoughtbeat,Greek,Expensive,Harlem,19:31,10:37,1,true
633,Mydo,Mexican,Cheap,Harlem,6:15,18:22,1,true
634,Buzzdog,Greek,Average,Soho,6:57,7:39,4,true
635,Brainlounge,Czech,Expensive,Upper East Side,1:58,6:12,1,true
636,Demizz,Mediterranean,Cheap,Soho,14:17,13:23,1,true
637,Twitterlist,Chinese,Average,Hudson Yards,1:40,10:53,2,true
638,Voomm,Mediterranean,Cheap,East Village,1:45,10:08,3,false
639,Youbridge,Greek,Expensive,Soho,2:39,18:51,1,false
640,Tazzy,Indian,Expensive,Soho,5:10,1:19,4,false
641,Blogtag,Indian,Expensive,Financial District,18:50,23:41,1,false
642,Realbuzz,Chinese,Expensive,Soho,21:02,14:05,3,true
643,Eazzy,Thai,Expensive,Financial District,1:27,17:43,5,false
644,Ailane,Thai,Cheap,Soho,3:07,13:07,2,true
645,Skyble,Indian,Cheap,Upper East Side,12:16,23:08,2,true
646,Ooba,Czech,Average,Hudson Yards,23:52,12:36,1,true
647,Fatz,Italian,Expensive,Harlem,2:09,20:11,5,false
648,Devpoint,Chinese,Expensive,Financial District,21:58,3:37,5,true
649,BlogXS,Thai,Expensive,Chelsea,6:05,4:14,1,false
650,Demivee,Mexican,Expensive,Soho,8:32,5:52,2,true
651,Trunyx,Indian,Average,Financial District,19:41,17:08,1,true
652,Browsebug,Chinese,Cheap,Financial District,12:19,14:42,4,false
653,Dynava,Indian,Expensive,East Village,1:41,16:27,5,false
654,Wikizz,Chinese,Expensive,Financial District,1:28,23:08,3,false
655,Plajo,Italian,Average,Chelsea,18:39,18:48,1,true
656,Divavu,Italian,Expensive,Harlem,14:33,2:00,3,true
657,Gigazoom,Mediterranean,Expensive,Chelsea,6:55,15:43,2,true
658,Yakitri,Indian,Expensive,Soho,23:20,20:56,2,true
659,Mydo,Thai,Cheap,Upper East Side,21:04,4:22,2,true
660,Agimba,Mexican,Cheap,Hudson Yards,16:53,9:03,4,false
661,Fivechat,Chinese,Cheap,Soho,0:29,13:03,2,false
662,Youspan,Thai,Expensive,Upper East Side,5:05,19:46,4,true
663,Fliptune,Mediterranean,Cheap,East Village,4:29,23:30,5,false
664,Voonix,Greek,Average,East Village,4:50,12:01,2,true
665,Edgeclub,Italian,Expensive,Soho,19:14,3:59,5,false
666,Demizz,Thai,Average,East Village,19:14,22:20,1,true
667,Trudoo,Thai,Cheap,East Village,23:02,17:47,3,false
668,Plambee,Czech,Expensive,Chelsea,15:47,20:43,3,true
